ID	Database Source	Article Title	Author Keywords	Abstract	DOI	Author Full Names	Book Author Full Names	Group Authors	Duplicate Title	Publication Type	Book Editors	Source Title	Language	Document Type	Conference Title	Conference Date	Conference Location	Addresses	Cited References	Cited Reference Count	Times Cited, All Databases	Publisher	Publisher City	Publisher Address	ISSN	ISBN	Publication Year	Volume	Issue	Start Page	End Page	DOI.1	UT (Unique WOS ID)	Pubmed Id	Date of Export	V=Action Coder 1	V=Method Coder 1	V=Discipline Coder 1	V=Group Coder 1	V=Geo Coder 1	Comments Coder 1	V=Action Coder 2	V=Method Coder 2	V=Discipline Coder 2	V=Group Coder 2	V=Geo Coder 2	Comments Coder 2	V=Action Coder 3	V=Method Coder 3	V=Discipline Coder 3	V=Group Coder 3	V=Geo Coder 3	Comments Coder 3
3577	Scopus	Surveying the Open Science Knowledge in a Southern Brazilian University	adoption; experiences; knowledge awareness; obstacles; open science; practices; researchers	Open Science can be seen as a movement that has been spread out by the scientific community of all areas. In this movement, practices that seek to facilitate the sharing of research artifacts are considered. Possible artifacts include articles, data, scripts, and processes. In this paper, we present and discuss the results of a survey on open science carried out in the context of the State University of Maringá (UEM) in Brazil. Such a survey is aimed at investigating the degree of knowledge about open science from lecturers who supervise Master's degree students and PhD candidates. The university has currently 54 graduate programs, distributed in different centers, encompassing almost 900 lecturers. We collected data using a web questionnaire with 22 questions. In total, 90 lecturers answered our survey. Results show that a significant subset of respondents never heard about open science, whereas the complementary subset barely dealt with the open science principles, tools or license types. We then provide in this paper a set of assumptions on several open science-related subjects. In addition, this paper might be used to guide any other university to measure the degree level of open science knowledge and to provide a plan to inspire the institutionalization of such an extremely relevant scientific topic. © 2022 ACM.	10.1145/3555051.3555064	Oliveirajr E., Cordeiro A., Nascimento D.																					2022.0					10.1145/3555051.3555064			44958	a=openscience	m=survey	d=all	t=researcher	geo=BRA		a=openscience	m=survey	d=none	t=researcher	geo=BRA							
3580	Scopus	SwissEnvEO: A Fair national environmental data repository for earth observation open science	Data Sharing; Digital repository; Diverse data sets; Earth observations; Electrooptical devices; Environmental data; High performance computing; Information products; Metadata; Observatories; Open Data; Scientific researches; Spatial data infrastructure	Environmental scientific research is highly becoming data-driven and dependent on high performance computing infrastructures to process ever increasing large volume and diverse data sets. Consequently, there is a growing recognition of the need to share data, methods, algorithms, and infrastructure to make scientific research more effective, efficient, open, transparent, reproducible, accessible, and usable by different users. However, Earth Observations (EO) Open Science is still undervalued, and different challenges remains to achieve the vision of transforming EO data into actionable knowledge by lowering the entry barrier to massive-use Big Earth Data analysis and derived information products. Currently, FAIR-compliant digital repositories cannot fully satisfy the needs of EO users, while Spatial Data Infrastructures (SDI) are not fully FAIR-compliant and have difficulties in handling Big Earth Data. In response to these issues and the need to strengthen Open and Reproducible EO science, this paper presents SwissEnvEO, a Spatial Data Infrastructure complemented with digital repository capabilities to facilitate the publication of Ready to Use information products, at national scale, derived from satellite EO data available in an EO Data Cube in full compliance with FAIR principles. © 2021 The Author(s).	10.5334/dsj-2021-022	Giuliani, G.; Cazeaux, H.; Burgi, P.-Y.; Poussin, C.; Richard, J.-P.; Chatenoux, B.						Data Science Journal	English	journalArticle													2021.0	20.0	1.0			10.5334/dsj-2021-022			44958						Product presentation, only little research/information about earth science OS-aspects - suggest to exclude from survey						not empirical						
3584	Scopus	Teaching Open Science. What do FNS-Cloud Food Researchers Want to Know'	course development; lifelong learning.; Open science	Training can better meet user needs by involving the potential users early in the process. Here, development of open science training for food science students and professionals began with 11 guided interviews of 15 beneficiaries in a European project aiming to build a 'food cloud' of datasets and services (FNS-Cloud, H2020 No. 863059). Discussions covered what partners want to learn, how they prefer to learn, and who are their ideal trainers. Inductive coding of interview transcripts with NVivo 12 qualitative analysis software revealed an inclination for technical training with a focus on data. Face-Toface learning and on-demand elearning offered by younger scientists were preferred methods and trainers. Most interviewees also talked about 'food cloud'-specific fears and desires. These interviews are now the foundation of three well received elearning courses and two workshop series supporting the value of user input in early course development decisions. © HEAd 2022. All Rights Reserved.	10.4995/HEAd22.2022.14859	Flynn K.M., Ciolacu L., Fillery-Travis A., Mayor L.																					2022.0					10.4995/HEAd22.2022.14859			44958	a=openscience; a=openeducation	m=interview	d=natscie; d=med	t=researchers; t=others	geo=EU		a=openscience	m=interview	d=agric	t=practitioner	geo=EU							
3585	WoS	Technological Enablers 4.0 to Drive Open Science and Education: Input to UNESCO Recommendations	open educational resources; open science; education change; technological enablers; UNESCO 2019 recommendations; education 4.0	The integration of technologies in education brings organizational changes not only in traditional classrooms, but also in digital platforms, and invites to locate opportunities for educational innovation. This article aims to identify the perception of 206 participants of an international Open Education (OE) program and to contribute to UNESCO's (2019) recommendations for OE and science, with possibilities for technological enablers. The guiding questions in this study were: what are the challenges, cases, and experiences that participants perceive as drivers of OE? In what ways can technologies enable OE within the framework of UNESCO recommendations? A parallel mixed method was carried out with an initial phase analyzing qualitative and quantitative data with a perception instrument applied to the participants. The second phase comprises a literature search to locate research that uses technologies in OE and to provide an outline of technological enablers. The results were: (a) the greatest perceived challenges are Promoting the culture of open access and Promoting international cooperation; (b) 46 contributions from participants with cases to promote OE stand out and (c) contribution of six research studies to promote UNESCO's recommendations with technologies and (d) a classification scheme of technological enablers 4.0 for education is proposed. This article is intended to be of interest to educational communities, ministries of education and science, researchers, and trainers interested in educational innovation.	10.5944/ried.25.2.33088	Gonzalez-Perez, LI; Ramirez-Montoya, MS; Garcia-Penalvo, FJ																					2022.0					10.5944/ried.25.2.33088			44958	a=openeducation; a=openscience	m=document review; m=survey	d=none	t=researcher; t=none	geo=LA; geo=ESP; geo=IND; geo=USA		a=openeducation	m=survey	d=none	t=researcher	geo=all							
3588	Scopus	The Alignment of Open Access with FAIR Principles in Musicological Publishing and Teaching	FAIR Guiding Principles for scientific data management and stewardship; musicology; Open Access; Open Educational Resources	Open Access (OA) publishing and FAIR Principles both present opportunities to make music and music scholarship available to broader audiences and for innovative uses. This paper leverages findings from interviews conducted with music scholars about their perception of the opportunities, benefits, and disadvantages of OA publishing to explore how they might embrace FAIR Principles. While musicologists' engagement of OA is generally passive, their perception of it is positive enough that OA could be used as a starting point for a deeper understanding of FAIR Principles. © 2022 ACM.	10.1145/3543882.3543889	Shelley A., Scott R.E.																					2022.0					10.1145/3543882.3543889			44958	a=openaccess; a=openeducation	m=interview	d=hum	t=researcher	geo=USA; geo=CAN		a=openaccess	m=interview	d=hum	t=researcher	geo=all							
3591	WoS	The citation impact of the Open Access accounting journals that appear on Beall's List of potentially predatory publishers and journals	Citation impact; CiteScore; Google Scholar; Journal rankings; Predatory journals; Scopus	Although there are at least six dimensions of journal quality, Beall's List identifies predatory Open Access journals based almost entirely on their adherence to procedural norms. The journals identified as predatory by one standard may be regarded as legitimate by other standards. This study examines the scholarly impact of the 58 accounting journals on Beall's List, calculating citations per article and estimating CiteScore percentile using Google Scholar data for more than 13,000 articles published from 2015 through 2018. Most Beall's List accounting journals have only modest citation impact, with an average estimated CiteScore in the 11th percentile among Scopus accounting journals. Some have a substantially greater impact, however. Six journals have estimated CiteScores at or above the 25th percentile, and two have scores at or above the 30th percentile. Moreover, there is considerable variation in citation impact among the articles within each journal, and high-impact articles (cited up to several hundred times) have appeared even in some of the Beall's List accounting journals with low citation rates. Further research is needed to determine how well the citing journals are integrated into the disciplinary citation network-whether the citing journals are themselves reputable or not.	10.1016/j.acalib.2021.102484	Walters, WH																					2022.0					10.1016/j.acalib.2021.102484			44958	a=openaccess	m=biblio	d=none	t=none	geo=all		a=openaccess	m=biblio	d=socscie	t=none	geo=all							
3592	Snowball	The connection of open science practices and the methodological approach of researchers		The Open Science movement is gaining tremendous popularity and tries to initiate changes in science, for example the sharing and reuse of data. The new requirements that come with Open Science poses researchers with several challenges. While most of these challenges have already been addressed in several studies, little attention has been paid so far to the underlying Open Science practices (OSP). An exploratory study was conducted focusing on the OSP relating to sharing and using data. 13 researchers from the Weizenbaum Institute were interviewed. The Weizenbaum Institute is an interdisciplinary research institute in Germany that was founded in 2017. To reconstruct OSP a grounded theory methodology (Strauss in Qualitative Analysis for Social Scientists, Cambridge University Press, Cambridge, 1987) was used and classified OSP into open production, open distribution and open consumption (Smith in Openness as social praxis. First Monday, 2017). The research shows that apart from the disciplinary background and research environment, the methodological approach and the type of research data play a major role in the context of OSP. The interviewees’ self-attributions related to the types of data they work with: qualitative, quantitative, social media and source code. With regard to the methodological approach and type of data, it was uncovered that uncertainties and missing knowledge, data protection, competitive disadvantages, vulnerability and costs are the main reasons for the lack of openness. The analyses further revealed that knowledge and established data infrastructures as well as competitive advantages act as drivers for openness. Because of the link between research data and OSP, the authors of this paper argue that in order to promote OSP, the methodological approach and the type of research data must also be considered.	10.1007/s11135-022-01524-4	Steinhardt, I., Bauer, M., Wünsche, H., Schimmler, S.																					2022.0					10.1007/s11135-022-01524-4			44960	a=openscience; a=opendata	m=interview	d=hum; d=soscie; d=natscie	t=researcher; t=other	geo=GER		a=opendata	m=interview	d=none	t=researcher	geo=DEU							
3594	WoS	The Difference in Open Innovation between Open Access and Closed Access, According to the Change of Collective Intelligence and Knowledge Amount	open access journal; closed access journal; collective intelligence; open innovation; reference; citation	This study explored the differences in the effects of collective intelligence and references on open innovation between open and closed access journals. This study analyzed the moderating effect of references on the motivation of collective intelligence on open innovation from 2003 to 2006 and 2013 to 2016, considered to be the digital transformation era. The Scopus database on open and closed access journals was used for ordinary regression analysis. During the 2003-2006 period, only papers in closed access journals demonstrated sufficient effect of collective intelligence and reference on open innovation and the effective moderating role of reference. However, between 2013 and 2016, papers in open and closed access journals demonstrated the incentive effects of collective intelligence and references on citation and the moderating role of references on the correlation between collective intelligence and citation. The increase in digital transformation strengthens the collective intelligence and references of open access journals, and citations of open access journals nearly surpass those of closed access journals.	10.3390/su14052574	Yun, JJ; Liu, Z; Jeong, E; Kim, S; Kim, K																					2022.0					10.3390/su14052574			44958	a=openaccess; a=openevaluation	m=biblio	d=none	t=none	geo=all		a=openaccess	m=biblio	d=none	t=none	geo=all							
3596	WoS	The effect of data sources on the measurement of open access: A comparison of Dimensions and the Web of Science		With the growing number of open access (OA) mandates, the accurate measurement of OA publishing is an important policy issue. Existing studies have provided estimates of the prevalence of OA publications ranging from 27.9% to 53.7%, depending on the data source and period of investigation. This paper aims at providing a comparison of the proportion of OA publishing as represented in two major bibliometric databases, Web of Science (WoS) and Dimensions, and assesses how the choice of database affects the measurement of OA across different countries. Results show that a higher proportion of publications indexed in Dimensions are OA than those indexed by WoS, and that this is particularly true for publications originating from outside North America and Europe. The paper concludes with a discussion of the cause and consequences of these differences, motivating the use of more inclusive databases when examining OA, especially for publications originating beyond North America and Europe.	10.1371/journal.pone.0265545	Basson, I; Simard, MA; Ouangre, ZA; Sugimoto, CR; Lariviere, V																					2022.0					10.1371/journal.pone.0265545			44958	a=openaccess	m=document review	d=none	t=none	geo=all		a=openaccess	m=biblio	d=none	t=none	geo=all							
3597	WoS	The effect of Open Access on scientometric indicators of Russian economic journals	scientific journal; open access; scientometric indicators; Russian economic journals; bibliometric analysis; scientific; productivity; citation indicators	Numerous publishers view the Open Access (OA) model as one of the ways to strengthen journals'position. Enhancing the visibility of publications is believed to increase research productivity. The paper explores the impact of OA on scientometric indicators of Russian economic journals. The theoretical basis is comprised of the data management approaches and scientometric management. The methods of scientometrics, bibliometrics and comparative analysis were applied. The paper looks at the main scientometric indicators used in the Science Index ranking: journal impact factor, self-citation rate, authors' h-index, and the share of downloads. The data for analysis were retrieved from the eLibrary platform. The sample of the study includes open and closed access Russian economic journals from the list of the Higher Attestation Commission (HAC). The results obtained indicate that scientometric indicators of OA journals are higher than those of subscription-based journals, while there are no significant differences between periodicals with paid and free publications. We have found that the OA model does not guarantee an increase in scientometric indicators: most of the titles in the sample are characterised by unstable scientific positions. The research demonstrates the opportunities for using scientometric and bibliometric analyses in the strategic management system of a scientific journal aimed at improving its academic reputation.	10.29141/2218-5003-2022-13-4-6	Chernova, OA																					2022.0					10.29141/2218-5003-2022-13-4-6			44958	a=openaccess; a=openevaluation	m=biblio	d=socscie	t=none	geo=RUS		a=openaccess	m=biblio	d=socscie	t=none	geo=RUS							
3598	Scopus	The emerging complexity of Open Science: assessing Intelligent Data Openness in Genomic Anthropology and Human Genomics		In recent decades, the scientific community has become aware of the importance of science being effectively open in order to speed up scientific and technological progress. In this context, the achievement of a robust, effective and responsible form of data sharing is now widely acknowledged as a fundamental part of the research process. The production and resolution of human genomic data has steadily increased in recent years, mainly due to technological advances and decreasing costs of DNA genotyping and sequencing. There is, however, a downside to this process due to the huge increase in the complexity of the data and related metadata. This means it is advisable to go beyond traditional forms of sharing analysis, which have focused on data availability only. Here we present a pilot study that aims to complement a survey on the availability of data related to peer-reviewed publications with an analysis of their findability, accessibility, useability and assessability (according to the “intelligent data openness” scheme). Sharing rates in genomic anthropology (73.0%) were found to be higher than human genomics (32.4%), but lower than closely related research fields (from 96.8% to 79.2% for paleogenetics and evolutionary genetics, respectively). We discuss the privacy and methodological issues that could be linked to this finding. Comparisons of sharing rates across a wide range of disciplines has suggested that the idea of human genomics as a forerunner for the open data movement should be questioned. Finally, both in genomic anthropology and human genomics, findability and useability were found to be compliant with the expectations of an intelligent data openness, whereas only a minor part of studies met the need to make the data completely assessable. © 2021, Istituto Italiano di Antropologia. All rights reserved.	10.4436/jass.99016	Anagnostou, P.; Capocasa, M.; Brisighelli, F.; Battaggia, C.; Destro Bisol, G.						Journal of Anthropological Sciences	English	journalArticle													2021.0	99.0				10.4436/jass.99016			44958	a=opendata; a=openmethods; a=opentools	m=document review	d=med	t=none	geo=all		a=opendata	m=survey	d=med	t=researcher	geo=all							
3604	WoS	The green, gold grass of home: Introducing open access in universities in Norway		In this paper, we investigate how open access is reflected and implemented in all Norwegian universities and how they responded to national policy developments for open access in the period 2009-2021. We analyse how the universities adapted arguments for the three core missions of the universities-research, education, and societal impact-when they reacted to increasing pressures to facilitate open access. Our analysis is based on 182 institutional strategy documents, open access policies and annual reports. When considering the profile of the institutional policies and the explicit referrals to national policies, we find there is a great deal of homogeneity between Norwegian universities, and they are mostly aligned with national policy. Open access is connected to the third mission in all university strategies, but often in a very general manner and without documenting benefits for non-academic users. We find limited emphasis on open access as advantageous for education. All universities show commitment to open access, and several can be described as proactive as they tie it to different types of local incentives. Development over time suggests more mature and institutionalised polices that do not challenge what we may call the academic heartland and its core value of academic freedom, including where and how to publish. We propose a framework for analysing similar institutionalisation processes with three main dimensions: mimesis, adaptation/integration with existing practices, and maturation/commitment.	10.1371/journal.pone.0273091	Wenaas, L; Gulbrandsen, M																					2022.0					10.1371/journal.pone.0273091			44958	a=openaccess; a=openpolicies	m=document review	d=none	t=university; t=none	geo=NOR		a=openaccess	m=document review	d=none	t=none	geo=NOR							
3606	WoS	The impact of open access on knowledge production, consumption and dissemination in Kenya's higher education system	Open access (OA); higher education; politics of knowledge production; publication in Africa	Open access (OA) journal publishing is presented in the literature as both an opportunity for and a threat to academics, authors and higher education systems. Institutions with information and communication technologies (ICT) infrastructure have enabled their academics to freely retrieve accessible content in various disciplines, which in turn increases the rate and quality of publications from these institutions. Using semi-structured interviews with Kenyan faculty, students and librarians and with Kenyan and non-Kenyan publishers, as well as secondary sources, this article examines perspectives often overlooked in this debate. The paper concludes that while OA is considered an important initiative that could enhance knowledge production and consumption in Kenya, it nevertheless presents its own challenges, which should not be overlooked. OA is not a simple solution to individual and institutional challenges or systemic epistemic injustices, which lead to poor-quality knowledge circulating via some OA platforms and have the potential to dampen the global competitiveness of knowledge produced in Kenya and other countries in the Global South.	10.1080/01436597.2022.2056010	Mwambari, D; Ali, FA; Barak, C																					2022.0					10.1080/01436597.2022.2056010			44958	a=openaccess	m=interview; m=document review	d=none	t=researcher; t=none	geo=KEN		a=openaccess	m=interview	d=none	t=researcher; t=librarian; t=other	geo=KEN							
3609	WoS	The Information Ecosystem of Open Science: Key Aspects of Development	open science; information ecosystem; scientists; publishing houses; libraries; scientific foundations; universities; ratings; open access; scientific data; publications	This paper presents the results of an analysis of trends in the development of the information ecosystem of open science based on the study of the practices of the main actors (research and educational organizations, publishers, sponsors of scientific research, and libraries), the dynamics of the number and prevalence of open access publications by fields of knowledge, scientific institutions and countries. Areas of development of the open information space of Russian science are identified.	10.3103/S0147688222030042	Redkina, NS																					2022.0					10.3103/S0147688222030042			44958	a=openaccess	m=biblio	d=none	t=none	geo=all AND geo=RUS		a=openaccess	m=biblio	d=none	t=none	geo=RUS							
3611	WoS	The International Development of Open Access Publishing: A Comparative Empirical Analysis Over Seven World Regions and Nine Academic Disciplines	Open access publishing; Academic journals; Geopolitics of publishing; Publishing trends	This paper offers a cross-country and cross-disciplinary analysis of the development of open access publishing from 2000 to 2019. Through an analysis of seven world regions and nine scholarly fields, we found that, while the overall share of open access journals has increased significantly over the last two decades, there are important differences across both the analyzed world regions and disciplines. We also found that, with the exception of neuroscience, the proportion of open access journals is considerably lower among the journals ranked in the Q1 quartile of Scopus than in the general field. We also offer a model that explains the development of open access publishing trends on different disciplinary and geographical levels.	10.1007/s12109-021-09814-9	Demeter, Marton; Jele, Agnes; Major, Zsolt Balazs				J		PUBLISHING RESEARCH QUARTERLY	English	Article				[Demeter, Marton] Univ Publ Serv, 2 Ludovika Sq, H-1083 Budapest, Hungary; [Jele, Agnes; Major, Zsolt Balazs] Corvinus Univ Budapest, Budapest, Hungary		45.0	0.0	SPRINGER	NEW YORK	ONE NEW YORK PLAZA, SUITE 4600, NEW YORK, NY, UNITED STATES	1053-8801		2021.0	37.0	3.0	364.0	383.0	10.1007/s12109-021-09814-9	WOS:000654236300002		44958	a=openaccess	m=biblio	d=natscie AND d=engtech AND d=socscie AND d=hum	t=none	geo=AF AND geo=NA AND geo=AS AND geo=EU AND geo=SA		a=openaccess	m=biblio	d=none	t=none	geo=all							
3614	WoS	The long-term influence of Open Access on the scientific and social impact of dental journal articles: An updated analysis	Open access; Dentistry; Bibliometrics; Altmetrics; Evidence-based dentistry; Research waste	Objectives: To investigate whether dental journal articles that are Open Access (OA) receive greater citation counts and higher Altmetric Attention Scores (AAS) than articles that are non-OA in the long term. Methods: Eligible dental journal articles published in 2013 were identified via PubMed, and Web of science, Unpaywall and corresponding URLs were manually checked to determine the OA status of each included article 7 years after publication. Citation counts were extracted from Web of Science and Scopus, and AAS was harvested from the Altmetric Explorer. Multivariable general linear regression analyses were performed to investigate the association between OA and citation count, as well as between OA and AAS. Results: Among the 755 included articles, 309 (40.9%) were freely available online. Among the 309 OA articles, articles available from publishers accounted for 64.4% (199/309) of all OA articles, and those available through self-archiving accounted for 56.0% (173/309). According to regression analyses, OA articles had significantly greater citation counts (P = 0.001) and AAS (P < 0.001) than non-OA articles. Conclusions/clinical significance: In the field of dentistry, about 41% of journal articles are OA 7 years after publication, and OA articles available from the publishers are more common than those from authors through self-archiving. OA articles tend to have greater scientific and social impact than non-OA articles in the long term.	10.1016/j.jdent.2022.104067	Yu, XQ; Meng, ZY; Qin, DC; Shen, CY; Hua, F																					2022.0					10.1016/j.jdent.2022.104067			44958	a=openaccess AND a=openevaluation	m=biblio	d=med	t=none	geo=all		a=openaccess	m=biblio	d=med	t=none	geo=all							
3617	Scopus	The open access advantage for studies of human electrophysiology: Impact on citations and Altmetrics	access to information; Access to Information; article; attention; editor; electrophysiology; Electrophysiology; event related potential; human; human experiment; Humans; information center; journal impact factor; Journal Impact Factor; Medline; open access publishing	Barriers to accessing scientific findings contribute to knowledge inequalities based on financial resources and decrease the transparency and rigor of scientific research. Recent initiatives aim to improve access to research as well as methodological rigor via transparency and openness. We sought to determine the impact of such initiatives on open access publishing in the sub-area of human electrophysiology and the impact of open access on the attention articles received in the scholarly literature and other outlets. Data for 35,144 articles across 967 journals from the last 20 years were examined. Approximately 35% of articles were open access, and the rate of publication of open-access articles increased over time. Open access articles showed 9 to 21% more PubMed and CrossRef citations and 39% more Altmetric mentions than closed access articles. Green open access articles (i.e., author archived) did not differ from non-green open access articles (i.e., publisher archived) with respect to citations and were related to higher Altmetric mentions. These findings demonstrate that open-access publishing is increasing in popularity in the sub-area of human electrophysiology and that open-access articles enjoy the “open access advantage” in citations similar to the larger scientific literature. The benefit of the open access advantage may motivate researchers to make their publications open access and pursue publication outlets that support it. In consideration of the direct connection between citations and journal impact factor, journal editors may improve the accessibility and impact of published articles by encouraging authors to self-archive manuscripts on preprint servers. © 2021 The Authors	10.1016/j.ijpsycho.2021.03.006	Clayson, P.E.; Baldwin, S.A.; Larson, M.J.						International Journal of Psychophysiology	English	journalArticle													2021.0	164.0				10.1016/j.ijpsycho.2021.03.006			44958	a=openaccess AND a=openevaluation	m=biblio	d=med	t=none	geo=all		a=openaccess	m=biblio	d=natscie	t=none	geo=all							
3623	WoS	The practical implementation of open access policies and mandates in Spanish public universities	Open Access; Spanish Universities; Scientific publications; Spain	This paper analyses the open access (OA) production of Spanish public universities from 2011 to 2020 to achieve the following objectives: (i) to identify and analyse policies, strategies and mandates for the promotion of open access; (ii) to analyse practices related to open access of scientific publications, (iii) to explore methodologies that allow identifying variables related to open access of publications. The procedure followed consists of three phases: first, the Spanish regulation on open access is analysed; second, bibliometric techniques are applied to obtain a series of indicators related to open access of publications indexed in the web of science core collection; third, a statistical analysis based on a classification tree of variables is proposed. The results obtained show that the institutional measures and actions to promote OA identified in the policies and mandates of the universities correspond to the bibliometric data. Spanish public universities have higher rates of OA publications, with a clear preference for Green Published and DOAJ Gold publications. OA publications are systematically more cited than non-OA publications (with Green Accepted in the lead), and there is a strong relationship between visibility, funding and open access. It has also been observed that the variables that best predict whether the percentage of OA publications of a university is above average are: the proportion of publications in DOAJ Gold, the impact received by Hybrid publications and the percentage of documents in the Bronze way.	10.1007/s11192-021-04261-x	De Filippo, D; Manana-Rodriguez, J																					2022.0					10.1007/s11192-021-04261-x			44958	a=openaccess AND a=openpolicies	m=biblio AND m=document review	d=none	t=none	geo=ESP		a=openaccess	m=biblio; m=document review	d=none	t=university	geo=ESP							
3625	Scopus	The Presentation of Intellectual Property Pattern of Open Access Medical Journals (Iran)		Intellectual property is necessary in the flourish of research, development, and science as well as technology promotion in the new Internet and digital spaces. The key purpose of the protection of intellectual property is to prevent abuse and plagiarism, to encourage scientists and authors to conduct scientific research and literary activities, and to make their results accessible to the scientific community. Compliance with the codes of ethics, intellection, and human rights are the reason for the application of the laws of intellectual property rights at the national and international levels. The present study is an applied-exploratory study and a quantitative-qualitative research. The researcher-made questionnaire (content analysis and Delphi panel) consists of five main components (publisher, author, publications, subject, and commercialization) and 63 questions. Questionnaires were sent to the statistical population of the study, which was all the open access medical journals. About 611 completed questionnaires were entered into spss24 software. Validity and reliability, exploratory and confirmatory factor analysis and finally presentation of the model with PLS software were examined on the questionnaires. As can be seen from the findings, Cronbach’s alpha values, composite reliability, and average variance are statistically acceptable. In addition, the Cronbach’s alpha coefficient for most factors is greater than 0.7. Therefore, it is inferred that the variables have acceptable reliability. The AVE value is calculated for the components, with almost all variables having an acceptable convergent validity. The results show that there is a significant difference between the components. Considering the obtained results, it can be concluded that there is a relationship between the factors and intellectual property of journals. The quality indicators of the model confirmed this correlation as well. Finally, the results show that the questionnaire can be used with open access medical journals to examine intellectual property. © 2021. All Rights Reserved.		Giti, A.; Zarei, A.; Bayat, B.						International Journal of Information Science and Management	English	journalArticle													2021.0	19.0	1.0						44958	a=openaccess AND a=openevaluation	m=biblio AND m=survey	d=med	t=publisher	geo=IRN		a=openaccess	m=survey	d=none	t=researcher	geo=IND							
3626	WoS	The Price of Publishing: An Investigation of the Open Access Landscape in Plastic Surgery		Background: Open access publishing in plastic surgery has rapidly gained traction in the past decade. This study investigated the digital landscape of plastic surgery open access publishing. Methods: This was a cross-sectional bibliometric investigation of plastic surgery-focused journals. Three publication models were investigated: subscription-only journals, hybrid journals offering both paywalled and open access publishing, and open access-only journals. Results: Eighty-two journals were investigated. In 2010, open access journals comprised 18 percent of all plastic surgery journals online, subscription journals comprised 79 percent, and hybrid journals comprised 3 percent. Conversely, in 2020, open access journals comprised 55 percent of all journals, hybrid journals comprised 45 percent, and there were no subscription-only journals. Multivariable linear regression adjusting for article type/content demonstrated that open access articles from hybrid journals [beta coefficient, 1.3; F(4, 18) = 790; p = 0.05] and high-quality open access journals [beta coefficient, 0.9; F(4, 19) = 738; p = 0.04] were significantly positively associated with number of full-text views. Although impact factor and article processing charges were positively correlated [Pearson correlation coefficient: r(25) = 0.39, p = 0.04] for open access publishing, some high-quality open access journals were found to offer fee waivers/free publishing. Lastly, level of evidence offered by articles from open access versus hybrid journals differed. Conclusions: Overall, this study highlighted important distinctions between trustworthy and predatory journals offering open access publishing in plastic surgery. Open access publishing in trustworthy sources offers greater visibility and is not necessarily cost-prohibitive, but some open access journals can be limited in scope (i.e., less coverage of subspecialty topics) and quality of content. Study findings were used to generate recommendations for navigating open access publishing in plastic surgery.	10.1097/PRS.0000000000009016	Yesantharao, PS; Long, C; Sacks, JM; Lee, GK; Nazerali, RS																					2022.0					10.1097/PRS.0000000000009016			44958	a=openaccess	m=biblio	d=med	t=none	geo=all		a=openaccess	m=biblio	d=med	t=none	geo=all							
3629	Scopus	The Role of Open Science Practices in Scaling Evidence-Based Prevention Programs	Evidence-based programs; Home visiting; Open science; Scaling	The goal of creating evidence-based programs is to scale them at sufficient breadth to support population-level improvements in critical outcomes. However, this promise is challenging to fulfill. One of the biggest issues for the field is the reduction in effect sizes seen when a program is taken to scale. This paper discusses an economic perspective that identifies the underlying incentives in the research process that lead to scale up problems and to deliver potential solutions to strengthen outcomes at scale. The principles of open science are well aligned with this goal. One prevention program that has begun to scale across the USA is early childhood home visiting. While there is substantial impact research on home visiting, overall average effect size is.10 and a recent national randomized trial found attenuated effect sizes in programs implemented under real-world conditions. The paper concludes with a case study of the relevance of the economic model and open science in developing and scaling evidence-based home visiting. The case study considers how the traditional approach for testing interventions has influenced home visiting’s evolution to date and how open science practices could have supported efforts to maintain impacts while scaling home visiting. It concludes by considering how open science can accelerate the refinement and scaling of home visiting interventions going forward, through accelerated translation of research into policy and practice. © 2021, The Author(s).	10.1007/s11121-021-01322-8	Supplee L.H., Ammerman R.T., Duggan A.K., List J.A., Suskind D.																					2022.0					10.1007/s11121-021-01322-8			44958	a=openmethod AND a=opendata AND a=opencode	m=other	d=socscie	t=none	geo=USA	or m=document review? Case study?	a=openscience	m=document review	d=med	t=none	geo=all							
3630	WoS	The Role of Publons in the Context of Open Peer Review	Academic publishing; Clarivate; Mandatory; Open peer review; Sustainable peer review; Transparency	Publons was a peer reviewer rewards platform that aimed to recognize the contribution that academics made during peer review to a journal. For about 10 years of its existence, Publons became the most popular service among peer reviewers. Having gained traction and popularity, Publons was purchased in 2017 by Clarivate Analytics (now Clarivate), and many academics, journals and publishers invested time and effort to participate in Publons. Using Publons, various peer review-related experiments or pilot programs were initiated by some academic publishers regarding the introduction of open peer review into their journals' editorial processes. In this paper, we examine pertinent literature related to Publons, and reflect on its benefits and flaws during its short-lived history. In mid-August 2022, Clarivate fused Publons into the Web of Science platform. Publons, as a brand peer review service, has now ceased to exist but some of the functionality remains in Web of Science while other aspects that used to be open and free at Publons are now paid-for services. We reflect on the effect of such experiments, which initially had bold and ambitious academic objectives to fortify peer review, on academics' trust, especially when such projects become commercialized.	10.1007/s12109-022-09914-0	da Silva, JAT; Nazarovets, S																					2022.0					10.1007/s12109-022-09914-0			44958	a=openevaluation  	m=biblio	d=none	t=publisher	geo=all	Literature Review; no empirical study??	a=openevaluation	m=document review	d=none	t=publisher	geo=all	not empirical? Case study?						
